08 19 17:37:40.645  INFO mysql_avatar::mysqld:73       : Binlog watcher inited, start after 3 secs, running every 3 secs
08 19 17:37:43.650 DEBUG mysql_avatar::mysqld:108      : Binlog file changed...C:/Users/BK-liao/mysqltest/data/binlog/mysql-bin.000002
08 19 17:37:51.670 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.670 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.670 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.670 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.671 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.671 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.671 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.671 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.671 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.671 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.671 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.672 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.672 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.672 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.672 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.672 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.672 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.672 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.672 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.672 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.673 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.673 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.673 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.673 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.673 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.673 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.673 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.673 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.673 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.674 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.674 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.674 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.674 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.674 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.674 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.674 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.674 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.674 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.675 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.675 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.675 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.675 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.675 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.675 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.675 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.675 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.675 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.675 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.676 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.676 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.676 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.676 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.676 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.676 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.676 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.676 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.676 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.677 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.677 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.677 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.677 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.677 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.677 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.677 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.677 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.677 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.677 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.678 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.678 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.678 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.678 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.678 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.678 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.679 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.679 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.679 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.679 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.679 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.679 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.679 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.679 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.680 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.680 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.680 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.680 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.680 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.680 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.680 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.680 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.680 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.681 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.681 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.681 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.681 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.681 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.681 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.681 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.681 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.681 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.681 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.682 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.682 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.682 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.682 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.682 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.682 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.682 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.682 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.682 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.682 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.683 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.683 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.683 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.683 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.683 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.683 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.683 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.683 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.684 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.684 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.684 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.684 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.684 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.684 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.684 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.684 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.685 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.685 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.685 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.685 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.685 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.685 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.685 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.685 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.686 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.686 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.686 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.686 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.686 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.686 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.687 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.687 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.687 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.687 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.687 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.687 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.688 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.688 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.688 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.688 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.688 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.688 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.688 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.689 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.689 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.689 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.689 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.689 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.689 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.689 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.689 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.689 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.690 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.690 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.690 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.690 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.690 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.690 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.690 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.690 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.690 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.690 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.691 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.691 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.691 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.691 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.691 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.691 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.691 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.691 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.691 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.692 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.692 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.692 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.692 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.692 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.692 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.692 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.692 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.692 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.692 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.693 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.693 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.693 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.693 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.693 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.693 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.693 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.694 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.694 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.694 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.694 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.694 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.694 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.694 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.694 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.694 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.695 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.695 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.695 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.695 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.695 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.695 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.695 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.695 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.695 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.695 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.696 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.696 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.696 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.696 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.696 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.696 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.696 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.696 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.697 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.697 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.697 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.697 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.697 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.697 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.697 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.697 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.697 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.697 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.698 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.698 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.698 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.698 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.698 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.698 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.698 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.698 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.699 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.699 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.699 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.699 DEBUG mysql_avatar::mysqld:166      : socket.writable...
